type,gene.name,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous,MMP7,NM_002423.3,702.9056603773585,3.2256095906591495,0.42611208590826377,7.569861774241203,3.7362156273308694e-14,3.5494048459643257e-12
Endogenous,ERBB2,NM_004448.2,7600.547169811321,3.043444460729462,0.3837704831623193,7.930376603356983,2.184823059939619e-15,6.226745720827915e-13
Endogenous,PROM1,NM_006017.1,356.5660377358491,2.7902831332744182,0.39428135428921224,7.076883304067422,1.4743258104591694e-12,1.0504571399521582e-10
Endogenous,SFRP1,NM_003012.3,611.0188679245283,1.8925371987950625,0.4909229417200481,3.8550595988938197,1.1570143898858045e-4,8.793309363132114e-4
Endogenous,IL8,NM_000584.2,359.811320754717,1.66566522062657,0.44962871408921157,3.7045348049014564,2.117790295629986e-4,0.0014902968747025828
Endogenous,EGFR,NM_201282.1,267.3207547169811,1.539599710545671,0.2868415373764629,5.3674224612910075,7.986982654215834e-8,2.0693545967741026e-06
Endogenous,TCF7L1,NM_031283.1,179.1509433962264,1.4446217903247756,0.21309681728065796,6.779180509402656,1.208594476748033e-11,7.654431686070876e-10
Endogenous,ID4,NM_001546.2,203.26415094339623,1.348515118692205,0.2602628467205002,5.181358521527253,2.2027563424584044e-7,5.212962303303116e-6
Endogenous,ITGB4,NM_001005731.1,401.22641509433964,1.3442223360762007,0.22090543196859652,6.085057864341211,1.1644924605504868e-9,5.1058515577982886e-8
Endogenous,MET,NM_000245.2,158.03773584905662,1.3110635899294159,0.2533747649626174,5.17440476016958,2.2863869751329455e-7,5.212962303303116e-6
Endogenous,CCNE1,NM_001238.1,101.83018867924528,1.2951917186348927,0.19643824253133807,6.593378671814725,4.2992812493801034e-11,2.450590312146659e-9
Endogenous,CDC6,NM_001254.3,296.1320754716981,1.2789395210707049,0.25338758491278646,5.0473645798822515,4.4794606087361325e-7,9.118901953498556e-6
Endogenous,EFNA5,NM_001962.2,99.75471698113208,1.1995888877695564,0.2696822136660655,4.448157227213174,8.661012506591292e-6,1.0732124192950079e-4
Endogenous,SUV39H2,NM_024670.3,283.2830188679245,1.0929917749660536,0.14688865433061993,7.440954374229107,9.996047010140107e-14,8.139638279685515e-12
Endogenous,TMPRSS2,NM_005656.2,208.9433962264151,1.0637299097730701,0.32571195580918705,3.265860803698095,0.0010913187967572916,0.005759738093996817
Endogenous,ITGB8,NM_002214.2,473.811320754717,1.0360770897506102,0.2916130748637751,3.5529171325209132,3.809844598511767e-4,0.0024400128327547272
Endogenous,TNF,NM_000594.2,112.13207547169812,1.022309841314774,0.29771080204084505,3.433902412363647,5.949583519215046e-4,0.0034604720468903835
Endogenous,EZH2,NM_004456.3,553.0566037735849,0.9902271993421067,0.1551291409326103,6.38324426596465,1.7337501968744628e-10,8.983978292894945e-9
Endogenous,PRKX,NM_005044.1,115.84905660377359,0.9859354700268557,0.18169853306389497,5.426215905002094,5.756132600858164e-8,1.5623788488043588e-6
Endogenous,SFN,NM_006142.3,260.3018867924528,0.9545354927021751,0.26508397532646716,3.6008796515391253,3.1714236224044106e-4,0.0021520374580601357
Endogenous,CDK6,NM_001259.5,182.37735849056602,0.9542499873459385,0.19849818013680154,4.8073487962876325,1.5294501461625392e-6,2.4908188094647065e-5
Endogenous,SOX9,NM_000346.2,1112.2641509433963,0.9491458637050614,0.2702092307677695,3.512633010382987,4.4368985965871773e-4,0.002748948043537708
Endogenous,FANCA,NM_000135.2,91.83018867924528,0.9028706108115174,0.19093495237860436,4.728681676999703,2.2598236114657683e-6,3.389735417198652e-5
Endogenous,CDKN2A,NM_000077.3,63.735849056603776,0.897798193749475,0.25695479270916916,3.493992792598486,4.758538648080231e-4,0.0029165236875330447
Endogenous,BRCA2,NM_000059.3,120.0377358490566,0.8695330284895566,0.13795871211232127,6.3028497089883855,2.9222222299469043e-10,1.3880555592247795e-8
Endogenous,ITGA6,NM_000210.1,633.11320754716985,0.867738639334076,0.2895891423280786,2.9964474232635623,0.00273145335778044,0.011706228676201885
Endogenous,MAML2,NM_032427.1,172.73584905660377,0.8471164345935104,0.14209560992137596,5.9615946971355065,2.4978808937035677e-9,9.491947396073558e-8
Endogenous,EFNA3,NM_004952.4,269.41509433962267,0.803554148418044,0.2432168494376783,3.3038588826221353,9.536382240046092e-4,0.005128054600779502
Endogenous,LAMC2,NM_005562.2,115.64150943396227,0.8000141676975734,0.29562254017973094,2.706201520395519,0.006805773228743796,0.02502768219602557
Endogenous,DTX4,NM_015177.1,130.1320754716981,0.7939744901225795,0.23942586785819983,3.316160017399672,9.126355643317643e-4,0.004954307349229578
Endogenous,CDC7,NM_003503.2,139.18867924528303,0.7844579251062797,0.20882481983216494,3.7565358645431037,1.7228159129862005e-4,0.001243044392914094
Endogenous,RAC3,NM_005052.2,302.50943396226415,0.7808496225843675,0.24121703951548945,3.237124641579171,0.0012074066328059822,0.006090458236277963
Endogenous,PTCH1,NM_000264.3,93.49056603773585,0.7788528937632537,0.22808999351480658,3.4146736635015693,6.385847039132706e-4,0.003641580116720727
Endogenous,CHEK1,NM_001114121.1,98.26415094339623,0.7712543606659753,0.19369560478256886,3.9817855522934527,6.839948049974879e-5,6.091828732008877e-4
Endogenous,IL2RA,NM_000417.1,78.52830188679245,0.7626376547293207,0.23661693774832557,3.2230898683191054,0.0012681575976106895,0.006272627158213949
Endogenous,SKP2,NM_005983.2,331.1320754716981,0.7573035316624153,0.13427067267451073,5.640126146520586,1.6992562857775368e-8,5.09776885733261e-7
Endogenous,RFC3,NM_002915.3,327.4339622641509,0.7460254611601149,0.1506114150378923,4.953312874541565,7.29605195464584e-7,1.3415321335961706e-5
Endogenous,MCM2,NM_004526.2,238.52830188679246,0.7453771143595339,0.16750971411304805,4.449754560839963,8.596847840574398e-6,1.0732124192950079e-4
Endogenous,CDC25A,NM_001789.2,62.660377358490564,0.7122962380027174,0.1575123322865754,4.522161710530558,6.121126597300095e-6,8.307243239192986e-5
Endogenous,HMGA1,NM_145904.1,281.0188679245283,0.7023366743640531,0.15807141366771682,4.4431605820926015,8.864695307818322e-6,1.0750800692460518e-4
Endogenous,CCNA2,NM_001237.2,240.77358490566039,0.7013909115643011,0.18178256005853125,3.858405951255521,1.1412896926437853e-4,8.791015200094022e-4
Endogenous,H2AFX,NM_002105.2,473.58490566037733,0.6984043791408058,0.16972195432642387,4.1149913805350975,3.871938832800993e-5,3.8051812667182173e-4
Endogenous,SMO,NM_005631.3,119.50943396226415,0.6961377904210487,0.17936735714363,3.881072908174759,1.039966558082618e-4,8.468299115815604e-4
Endogenous,VEGFA,NM_001025366.1,2369.2075471698113,0.6897708947874097,0.22790703261541548,3.0265450208874074,0.002473659809433323,0.011102252688007828
Endogenous,PLCB4,NM_000933.3,212.52830188679246,0.673766876173111,0.22320480148741664,3.0186038637304815,0.002539423388581893,0.011249740505330867
Endogenous,FGF11,NM_004112.2,76.9245283018868,0.6723349839220852,0.259218215040952,2.5937026987700995,0.009494855155544376,0.0322146871348827
Endogenous,IL1RAP,NM_002182.2,119.75471698113208,0.6683818103380841,0.21175482532917034,3.15639470930163,0.0015973254509706444,0.007538719077106901
Endogenous,TTK,NM_003318.3,178.03773584905662,0.6674001601411038,0.16788615601153492,3.975313843597973,7.028650476151988e-5,6.163585802164051e-4
Endogenous,MCM4,NM_182746.1,501.9811320754717,0.6650047311662817,0.15993490573443983,4.157971195296624,3.210864982538055e-5,3.2682018572262344e-4
Endogenous,PLCG2,NM_002661.2,152.43396226415095,0.6609713339198479,0.191636224007393,3.449093913968732,5.624710416489326e-4,0.0033396718097905374
Endogenous,HIST1H3B,NM_003537.3,1422.8490566037735,0.6561448627872096,0.24528769092787092,2.675001180471608,0.007472898705615578,0.026959191532916957
Endogenous,CHEK2,NM_007194.3,120.75471698113208,0.6528114482379731,0.13088526266038536,4.987661979422818,6.111437459007349e-7,1.1611731172113963e-5
Endogenous,DUSP6,NM_001946.2,741.8490566037735,0.6503327355342218,0.26345241795056873,2.468501677051387,0.013568001630330988,0.0432053683200484
Endogenous,AMER1,NM_152424.3,121.35849056603773,0.6451295320477132,0.18770463411341198,3.4369398235417195,5.88326298211585e-4,0.0034571751544392113
Endogenous,RRAS2,NM_001102669.2,172.41509433962264,0.6314925311123817,0.1772750043752879,3.562219802716934,3.677322975429812e-4,0.0023819023818124918
Endogenous,TNFAIP3,NM_006290.2,428.49056603773585,0.6263201147843347,0.2275818057102393,2.752065846519274,0.005922061210207385,0.022503832598788062
Endogenous,BMP6,NM_001718.2,60.886792452830186,0.624411877554533,0.2393419629604859,2.608869208855031,0.0090841955746003,0.031194147491061353
Endogenous,HDAC2,NM_001527.1,1567.698113207547,0.5949861058719815,0.14360044306973513,4.143344499174316,3.422771843618948e-5,3.422771843618948e-4
