type,gene.name,id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Endogenous,GATA3,NM_001002295.1,230.18867924528303,-2.401453936441443,0.25319651798988874,-9.484545662422356,2.4344124599244752e-21,1.3876151021569509e-18
Endogenous,ERBB2,NM_004448.2,7600.547169811321,3.043444460729462,0.3837704831623193,7.930376603356983,2.184823059939619e-15,6.226745720827915e-13
Endogenous,BMPR1B,NM_001203.1,1207.4528301886792,-3.8564306438322564,0.49110334675375894,-7.852584734605536,4.075493523696531e-15,7.743437695023408e-13
Endogenous,BCL2,NM_000657.2,281.47169811320754,-1.652355139779124,0.21426354660079097,-7.71178843061783,1.2406668693850826e-14,1.7679502888737427e-12
Endogenous,IGF1R,NM_000875.2,1352.7735849056603,-2.1176803076666064,0.27735989347402173,-7.635135279084444,2.2558343433625596e-14,2.571651151433318e-12
Endogenous,MMP7,NM_002423.3,702.9056603773585,3.2256095906591495,0.42611208590826377,7.569861774241203,3.7362156273308694e-14,3.5494048459643257e-12
Endogenous,SUV39H2,NM_024670.3,283.2830188679245,1.0929917749660536,0.14688865433061993,7.440954374229107,9.996047010140107e-14,8.139638279685515e-12
Endogenous,PROM1,NM_006017.1,356.5660377358491,2.7902831332744182,0.39428135428921224,7.076883304067422,1.4743258104591694e-12,1.0504571399521582e-10
Endogenous,TCF7L1,NM_031283.1,179.1509433962264,1.4446217903247756,0.21309681728065796,6.779180509402656,1.208594476748033e-11,7.654431686070876e-10
Endogenous,CCNE1,NM_001238.1,101.83018867924528,1.2951917186348927,0.19643824253133807,6.593378671814725,4.2992812493801034e-11,2.450590312146659e-9
Endogenous,EZH2,NM_004456.3,553.0566037735849,0.9902271993421067,0.1551291409326103,6.38324426596465,1.7337501968744628e-10,8.983978292894945e-9
Endogenous,BRCA2,NM_000059.3,120.0377358490566,0.8695330284895566,0.13795871211232127,6.3028497089883855,2.9222222299469043e-10,1.3880555592247795e-8
Endogenous,ITGB4,NM_001005731.1,401.22641509433964,1.3442223360762007,0.22090543196859652,6.085057864341211,1.1644924605504868e-9,5.1058515577982886e-8
Endogenous,MYB,NM_005375.2,643.4528301886793,-1.6904042247804685,0.27967183208155155,-6.044241968163426,1.5011408362870566e-9,6.111787690597303e-8
Endogenous,MAML2,NM_032427.1,172.73584905660377,0.8471164345935104,0.14209560992137596,5.9615946971355065,2.4978808937035677e-9,9.491947396073558e-8
Endogenous,MAPT,NM_016834.3,269.62264150943395,-2.2512379750895883,0.3801311197807343,-5.9222669703762705,3.1753357882916065e-9,1.1312133745788848e-7
Endogenous,CACNA1D,NM_000720.2,135.47169811320754,-1.659754822966849,0.28252629555762687,-5.874691485587078,4.236315484647282e-9,1.420411662499383e-7
Endogenous,THBS4,NM_003248.3,560.0566037735849,-2.3556490789357825,0.4080656389598426,-5.77272098905539,7.80015429162564e-9,2.470048859014786e-7
Endogenous,SKP2,NM_005983.2,331.1320754716981,0.7573035316624153,0.13427067267451073,5.640126146520586,1.6992562857775368e-8,5.09776885733261e-7
Endogenous,IKBKB,NM_001556.1,358.37735849056605,-0.6909195328062229,0.12616581814694566,-5.476281475870961,4.3435658116784776e-8,1.2379162563283662e-6
Endogenous,PRKX,NM_005044.1,115.84905660377359,0.9859354700268557,0.18169853306389497,5.426215905002094,5.756132600858164e-8,1.5623788488043588e-6
Endogenous,EGFR,NM_201282.1,267.3207547169811,1.539599710545671,0.2868415373764629,5.3674224612910075,7.986982654215834e-8,2.0693545967741026e-06
Endogenous,MAP3K12,NM_006301.2,76.94339622641509,-0.8212503429814775,0.15658453483952572,-5.244773015567142,1.564748440201241e-7,3.8778548300639455e-6
Endogenous,ID4,NM_001546.2,203.26415094339623,1.348515118692205,0.2602628467205002,5.181358521527253,2.2027563424584044e-7,5.212962303303116e-6
Endogenous,MET,NM_000245.2,158.03773584905662,1.3110635899294159,0.2533747649626174,5.17440476016958,2.2863869751329455e-7,5.212962303303116e-6
Endogenous,CUL1,NM_003592.2,786.2075471698113,0.4117894802200008,0.07999021968123736,5.147997866001496,2.6328148691807387e-7,5.771940290127004e-6
Endogenous,LEF1,NM_016269.3,176.9433962264151,-1.16292037583036,0.22877253248864388,-5.0833042025623705,3.7092491932782075e-7,7.830637185809549e-6
Endogenous,CDC6,NM_001254.3,296.1320754716981,1.2789395210707049,0.25338758491278646,5.0473645798822515,4.4794606087361325e-7,9.118901953498556e-6
Endogenous,DTX3,NM_178502.2,155.56603773584905,-0.8679260501821762,0.1734882650599192,-5.002793992333791,5.650531489040655e-7,1.1106217064666114e-5
Endogenous,CHEK2,NM_007194.3,120.75471698113208,0.6528114482379731,0.13088526266038536,4.987661979422818,6.111437459007349e-7,1.1611731172113963e-5
Endogenous,RFC3,NM_002915.3,327.4339622641509,0.7460254611601149,0.1506114150378923,4.953312874541565,7.29605195464584e-7,1.3415321335961706e-5
Endogenous,SKP1,NM_170679.2,3335.490566037736,-0.4911509322529193,0.09991656515885972,-4.915610654469824,8.850614150374974e-7,1.5334636158316935e-5
Housekeeping,TMUB2,NM_024107.2,471.8867924528302,-0.48358342685591477,0.09838917158165979,-4.9150065914982966,8.87794724955191e-7,1.5334636158316935e-5
Endogenous,APH1B,NM_001145646.1,66.15094339622641,-0.9239408763023661,0.19197695241654267,-4.812769786540012,1.488527253904296e-6,2.4908188094647065e-5
Endogenous,CDK6,NM_001259.5,182.37735849056602,0.9542499873459385,0.19849818013680154,4.8073487962876325,1.5294501461625392e-6,2.4908188094647065e-5
Endogenous,HHEX,NM_002729.4,242.67924528301887,-1.054306831500762,0.21997076511729535,-4.792940693453389,1.6435422222427057e-6,2.6022751852176176e-5
Endogenous,MCM7,NM_182776.1,976.566037735849,0.49432134043095644,0.1038971717106131,4.75779400239883,1.9572007718353803e-6,3.01514713498964e-5
